5999,1,5117,-3.01423,-3.90605
5999,1,5502,-1.30939,4.89027
5999,1,5510,-4.74654,-1.50933
5999,1,5063,0.0784758,4.78713
5999,1,4726,1.30325,-4.88797
5999,1,5568,2.88567,-3.87443
5999,1,5293,-4.88884,0.634946
5999,1,5136,-0.687436,-4.89001
5999,1,5361,-4.28438,2.35698
5999,1,3245,-4.88996,-1.31009
5999,1,5481,2.31761,-4.30461
5999,1,1089,2.49554,-4.17752
5999,1,5379,2.34801,4.28712
5999,1,5235,4.70124,1.42079
5999,1,4044,-2.89762,-3.95946
5999,1,5185,0.941094,-0.0927244
5999,1,4991,3.89494,2.82797
5999,1,5024,4.75013,-1.11299
5999,1,4737,4.77805,0.480806
5999,1,5137,0.318487,-4.88589
5999,1,4977,-4.19698,-2.24859
5999,1,5295,2.51964,-4.18969
5999,1,4763,-0.300023,-4.89002
5999,1,4857,4.14294,2.58563
5999,1,5710,1.01754,1.89306
5999,1,5106,3.21027,3.79303
5999,1,5386,4.31821,-2.00079
5999,1,4796,-0.0965279,-4.88968
5999,1,4782,-4.45112,1.91155
5999,1,5454,4.37235,-2.18312
5999,1,4423,-1.68533,3.79161
5999,1,4760,-0.495919,4.8906
5999,1,2799,4.88833,-0.973675
5999,1,4977,-2.1456,-4.40762
5999,1,5264,-1.59848,4.59533
5999,1,4168,-0.477041,-4.88825
5999,1,4569,-3.78821,3.20495
5999,1,4282,-4.85992,-0.734916
5999,1,4308,0.505908,-4.85964
5999,1,5474,-1.46998,-2.68136
5999,1,5350,-4.78554,0.413852
5999,1,5189,1.07372,4.80169
5999,1,5397,-3.69385,-3.1396
5999,1,5274,-4.6173,1.58386
5999,1,5249,-0.0664764,-4.78269
5999,1,5478,-4.51471,-1.86339
5999,1,4196,4.78529,0.878122
5999,1,3833,-0.246427,-4.80295
5999,1,5510,-4.82864,-1.39668
5999,1,4562,2.26642,4.33853
5999,1,5049,1.47142,-4.79258
5999,1,5464,-4.7699,-0.254393
5999,1,5496,-4.77243,1.14268
5999,1,5132,-1.93565,4.52522
5999,1,2154,4.85659,-1.36936
5999,1,4043,1.58891,-4.56702
5999,1,4844,-1.45295,-4.66351
5999,1,4077,3.84012,-3.12906
5999,1,5368,4.84345,-1.132
5999,1,4927,2.80789,-3.89425
5999,1,5101,0.51748,-4.78216
5999,1,4653,-4.24606,2.42428
5999,1,4050,3.89846,-3.02769
5999,1,4309,-2.98674,-3.92241
5999,1,5546,-2.26979,-4.32418
5999,1,5179,-0.7131,4.76749
5999,1,4919,4.88786,1.09381
5999,1,5169,-2.80172,-4.02975
5999,1,4699,1.96899,4.5098
5999,1,5182,-0.978828,4.8905
5999,1,4941,-0.544739,-4.77738
5999,1,5446,4.84354,0.676456
5999,1,4840,3.26649,3.61819
5999,1,4041,3.88901,-2.81436
5999,1,4729,4.79374,-1.47679
5999,1,4535,1.94257,4.50901
5999,1,3975,-2.66197,4.10955
5999,1,5072,4.26439,-2.39453
5999,1,4281,0.297584,-4.87837
5999,1,3888,3.65649,-3.30126
5999,1,5115,-2.71209,-4.08097
5999,1,5287,3.34536,-3.71182
5999,1,2603,0.319191,4.8901
5999,1,4994,3.87752,-2.92213
5999,1,5519,-4.76994,0.642138
5999,1,4355,-2.7192,-4.07661
5999,1,5110,-4.88496,0.109176
5999,1,5368,-0.580948,4.80463
5999,1,5006,4.89064,0.417935
5999,1,3757,3.72092,3.14311
5999,1,5262,-4.74972,-0.389296
5999,1,4850,0.26276,4.89021
5999,1,4827,3.50538,-3.60319
5999,1,3965,-4.00636,2.75393
5999,1,5490,4.50343,-1.74258
5999,1,5212,-0.352927,4.79157
5999,1,4862,-4.10858,2.65587
5999,1,4638,-0.524508,4.89013
5999,1,4633,4.89056,-0.503396
5999,1,5281,-3.20216,-3.79064
