5999,1,3612,-4.72035,-1.60826
5999,1,5212,-1.58573,4.73128
5999,1,5375,4.13392,-2.62104
5999,1,5437,3.71989,3.33712
5999,1,4595,1.52623,1.53282
5999,1,5492,-4.35706,2.23556
5999,1,4968,-4.89429,0.507435
5999,1,4021,0.937944,4.89011
5999,1,5112,-3.42037,-3.6723
5999,1,5253,-4.36093,2.2251
5999,1,5515,-2.56263,-4.1669
5999,1,4894,3.65434,3.41153
5999,1,4517,1.40471,-4.83555
5999,1,4704,0.626432,4.89029
5999,1,2460,1.1209,4.89012
5999,1,4891,0.832764,-4.89006
5999,1,5116,1.76862,4.62622
5999,1,3812,1.51686,-4.77076
5999,1,4964,-3.44924,-3.6602
5999,1,5013,1.67052,-4.68204
5999,1,5471,-4.43588,-2.09661
5999,1,5216,-3.66692,3.42992
5999,1,5271,-0.788777,-4.89027
5999,1,4750,4.2662,2.39226
5999,1,5468,1.48846,4.78704
5999,1,5209,-4.88793,0.549484
5999,1,4954,4.46796,-2.05622
5999,1,5423,-2.58411,-4.15565
5999,1,5546,-3.18016,-3.81053
5999,1,5115,-4.89192,-0.781137
5999,1,4932,3.32416,3.72743
5999,1,3706,-4.07348,-2.72779
5999,1,4702,1.43036,4.82055
5999,1,5557,1.70797,4.66034
5999,1,5034,-3.92169,-2.98742
5999,1,5440,3.65959,3.444
5999,1,5298,-0.0948781,4.89068
5999,1,5559,4.89001,-0.704752
5999,1,5422,-4.89642,-0.263839
5999,1,2320,1.4605,-4.80311
5999,1,5010,-2.46415,4.22407
5999,1,5363,-3.77025,-3.2496
5999,1,5103,-3.77819,3.2396
5999,1,5431,-4.83523,1.40523
5999,1,5373,-4.09845,2.6813
5999,1,5445,4.71385,-1.6198
5999,1,4864,0.158313,-4.89054
5999,1,5313,2.37058,-0.693621
5999,1,5516,0.161928,-4.88002
5999,1,4824,4.48873,2.00624
5999,1,5537,-4.89156,1.31548
5999,1,4980,-4.13291,2.41189
5999,1,5170,-1.0613,-4.8901
5999,1,5343,-0.00573053,4.89004
5999,1,3423,3.57914,-3.58106
5999,1,5396,2.55162,4.17449
5999,1,5130,4.68072,-1.62129
5999,1,4603,1.13251,4.89295
5999,1,5056,-3.22295,-1.48673
5999,1,4986,-0.409508,-2.83749
5999,1,5269,-3.58973,-3.56212
5999,1,5177,-4.27179,2.38161
5999,1,5499,3.23444,3.77899
5999,1,5045,2.0487,4.46358
5999,1,5406,2.52344,-4.19091
5999,1,4455,1.55899,4.74677
5999,1,5499,-0.268865,-4.89294
5999,1,5492,0.52767,3.72364
5999,1,5079,-4.63754,1.75986
5999,1,5283,2.28681,-4.32644
5999,1,5359,2.06543,-4.46187
5999,1,1851,-4.73876,-1.57192
5999,1,5310,2.35842,-4.28497
5999,1,5316,4.48577,-2.02387
5999,1,4864,4.7749,1.50933
5999,1,2212,-4.83087,-1.41265
5999,1,3203,-0.535226,-4.89185
5999,1,4879,-4.70946,1.62272
5999,1,5237,4.7057,1.62943
5999,1,5529,4.89004,0.30205
5999,1,3995,4.89109,0.719064
5999,1,4203,-4.88997,0.267993
5999,1,5484,4.81208,-1.44549
5999,1,5569,-4.89007,0.205068
5999,1,5076,0.967654,4.89005
5999,1,1941,-4.89038,0.563036
5999,1,5514,3.72561,-3.32712
5999,1,5403,-4.89005,0.80656
5999,1,5401,4.89098,-1.30732
5999,1,5213,3.01861,-3.90496
5999,1,5016,-4.32723,-2.28478
5999,1,5217,-1.04562,4.891
5999,1,5335,-4.71404,1.61733
5999,1,3407,-1.12331,-4.89068
5999,1,5452,4.89155,0.519849
5999,1,4324,1.44565,-4.80991
5999,1,1666,-1.12306,-4.89054
5999,1,4606,-4.89046,0.359049
5999,1,5222,4.72145,-1.61305
5999,1,2458,1.719,3.15015
